Product ID,Product Name,Category,Sub-Category,Total_Units_Sold,Total_Sales,Avg_Units_Per_Order,Avg_Monthly_Units,Profit_Margin_Pct,Volume_Quartile,Inventory_Alert,Recommended_Restock_Qty
OFF-BI-10004654,Avery Binding System Hidden Tab Executive Style Index Sets,Office Supplies,Binders,36.0,214.57,3.27,3.0,22.31,1,URGENT - Restock Immediately,9.0
OFF-BI-10003274,"Avery Durable Slant Ring Binders, No Labels",Office Supplies,Binders,36.0,89.55,4.0,3.0,15.2,1,URGENT - Restock Immediately,9.0
OFF-ST-10001228,"Fellowes Personal Hanging Folder Files, Navy",Office Supplies,Storage,36.0,462.33,4.0,3.0,19.47,1,URGENT - Restock Immediately,9.0
OFF-BI-10003460,Acco 3-Hole Punch,Office Supplies,Binders,36.0,137.53,4.0,3.0,40.38,1,URGENT - Restock Immediately,9.0
OFF-BI-10004140,Avery Non-Stick Binders,Office Supplies,Binders,36.0,75.43,2.77,3.0,-17.86,1,MEDIUM - Monitor Stock,9.0
FUR-CH-10000015,Hon Multipurpose Stacking Arm Chairs,Furniture,Chairs,36.0,6584.64,6.0,3.0,12.37,1,URGENT - Restock Immediately,9.0
OFF-LA-10003930,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",Office Supplies,Labels,36.0,3322.88,4.5,3.0,45.68,1,URGENT - Restock Immediately,9.0
FUR-FU-10000010,"DAX Value U-Channel Document Frames, Easel Back",Furniture,Furnishings,36.0,175.94,3.6,3.0,29.83,1,URGENT - Restock Immediately,9.0
FUR-FU-10002759,12-1/2 Diameter Round Wall Clock,Furniture,Furnishings,36.0,551.45,4.5,3.0,16.52,1,URGENT - Restock Immediately,9.0
OFF-PA-10000019,Xerox 1931,Office Supplies,Paper,36.0,209.95,4.5,3.0,42.22,1,URGENT - Restock Immediately,9.0
OFF-AP-10004487,Kensington 4 Outlet MasterPiece Compact Power Control Center,Office Supplies,Appliances,36.0,2488.39,5.14,3.0,15.29,1,URGENT - Restock Immediately,9.0
OFF-BI-10003727,Avery Durable Slant Ring Binders With Label Holder,Office Supplies,Binders,36.0,90.71,4.0,3.0,13.73,1,URGENT - Restock Immediately,9.0
OFF-BI-10002854,"Performers Binder/Pad Holder, Black",Office Supplies,Binders,36.0,611.05,4.5,3.0,17.43,1,URGENT - Restock Immediately,9.0
FUR-FU-10004018,Tensor Computer Mounted Lamp,Furniture,Furnishings,36.0,536.04,4.5,3.0,27.0,1,URGENT - Restock Immediately,9.0
FUR-TA-10002958,"Bevis Oval Conference Table, Walnut",Furniture,Tables,36.0,6942.07,4.5,3.0,-12.33,1,MEDIUM - Monitor Stock,9.0
OFF-BI-10000088,GBC Imprintable Covers,Office Supplies,Binders,36.0,241.56,4.5,3.0,16.55,1,URGENT - Restock Immediately,9.0
OFF-BI-10004224,Catalog Binders with Expanding Posts,Office Supplies,Binders,36.0,1089.94,4.5,3.0,-22.22,1,MEDIUM - Monitor Stock,9.0
OFF-SU-10000898,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",Office Supplies,Supplies,36.0,458.7,5.14,3.0,22.55,1,URGENT - Restock Immediately,9.0
OFF-BI-10003910,DXL Angle-View Binders with Locking Rings by Samsill,Office Supplies,Binders,35.0,215.11,3.5,2.92,31.0,1,URGENT - Restock Immediately,9.0
OFF-EN-10001509,Poly String Tie Envelopes,Office Supplies,Envelopes,35.0,68.14,3.18,2.92,44.46,1,URGENT - Restock Immediately,9.0
FUR-BO-10002545,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Furniture,Bookcases,35.0,7539.71,4.38,2.92,10.35,1,URGENT - Restock Immediately,9.0
FUR-CH-10004218,"Global Fabric Manager's Chair, Dark Gray",Furniture,Chairs,35.0,3150.58,3.89,2.92,15.87,1,URGENT - Restock Immediately,9.0
OFF-EN-10002600,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",Office Supplies,Envelopes,35.0,93.22,5.0,2.92,42.41,1,URGENT - Restock Immediately,9.0
FUR-CH-10004063,Global Deluxe High-Back Manager's Chair,Furniture,Chairs,35.0,8665.19,4.38,2.92,17.99,1,URGENT - Restock Immediately,9.0
OFF-BI-10000309,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",Office Supplies,Binders,35.0,269.39,3.89,2.92,-0.85,1,MEDIUM - Monitor Stock,9.0
OFF-PA-10003724,"Wirebound Message Book, 4 per Page",Office Supplies,Paper,35.0,184.62,5.0,2.92,47.5,1,URGENT - Restock Immediately,9.0
OFF-LA-10003766,Self-Adhesive Removable Labels,Office Supplies,Labels,35.0,110.25,5.0,2.92,48.0,1,URGENT - Restock Immediately,9.0
OFF-BI-10000315,Poly Designer Cover & Back,Office Supplies,Binders,35.0,451.96,5.0,2.92,23.53,1,URGENT - Restock Immediately,9.0
OFF-ST-10001321,"Decoflex Hanging Personal Folder File, Blue",Office Supplies,Storage,35.0,518.11,3.89,2.92,23.96,1,URGENT - Restock Immediately,9.0
OFF-ST-10001325,Sterilite Officeware Hinged File Box,Office Supplies,Storage,35.0,345.84,3.18,2.92,22.58,1,URGENT - Restock Immediately,9.0
OFF-BI-10002824,Recycled Easel Ring Binders,Office Supplies,Binders,35.0,308.84,3.89,2.92,7.0,1,MEDIUM - Monitor Stock,9.0
OFF-PA-10002137,"Southworth 100% RÃ©sumÃ© Paper, 24lb.",Office Supplies,Paper,35.0,262.96,5.0,2.92,43.05,1,URGENT - Restock Immediately,9.0
TEC-AC-10003033,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,Technology,Accessories,35.0,10822.36,3.5,2.92,28.51,1,URGENT - Restock Immediately,9.0
OFF-FA-10003495,Staples,Office Supplies,Fasteners,35.0,192.13,5.0,2.92,44.62,1,URGENT - Restock Immediately,9.0
OFF-AR-10003759,"Crayola Anti Dust Chalk, 12/Pack",Office Supplies,Art,35.0,59.7,5.0,2.92,41.31,1,URGENT - Restock Immediately,9.0
OFF-AP-10004859,Acco 6 Outlet Guardian Premium Surge Suppressor,Office Supplies,Appliances,35.0,432.43,4.38,2.92,13.97,1,URGENT - Restock Immediately,9.0
OFF-ST-10002574,"SAFCO Commercial Wire Shelving, Black",Office Supplies,Storage,35.0,4199.46,3.5,2.92,-15.13,1,MEDIUM - Monitor Stock,9.0
OFF-LA-10001641,Avery 518,Office Supplies,Labels,35.0,106.47,4.38,2.92,46.15,1,URGENT - Restock Immediately,9.0
TEC-AC-10002842,WD My Passport Ultra 2TB Portable External Hard Drive,Technology,Accessories,35.0,3998.4,4.38,2.92,12.5,1,URGENT - Restock Immediately,9.0
OFF-ST-10000943,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,Office Supplies,Storage,35.0,614.06,5.0,2.92,20.75,1,URGENT - Restock Immediately,9.0
OFF-BI-10000829,Avery Non-Stick Binders,Office Supplies,Binders,35.0,141.88,5.0,2.92,40.19,1,URGENT - Restock Immediately,9.0
TEC-PH-10002890,AT&T 17929 Lendline Telephone,Technology,Phones,35.0,1339.1,3.5,2.92,12.5,1,URGENT - Restock Immediately,9.0
OFF-EN-10003286,Staple envelope,Office Supplies,Envelopes,35.0,284.83,5.0,2.92,46.08,1,URGENT - Restock Immediately,9.0
FUR-CH-10003298,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",Furniture,Chairs,35.0,3680.54,3.89,2.92,-13.35,1,MEDIUM - Monitor Stock,9.0
OFF-BI-10003196,Accohide Poly Flexible Ring Binders,Office Supplies,Binders,34.0,43.76,4.25,2.83,-45.3,1,MEDIUM - Monitor Stock,8.0
FUR-CH-10000422,Global Highback Leather Tilter in Burgundy,Furniture,Chairs,34.0,2647.81,3.78,2.83,1.86,1,MEDIUM - Monitor Stock,8.0
FUR-BO-10004218,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",Furniture,Bookcases,34.0,3626.01,4.25,2.83,-5.75,1,MEDIUM - Monitor Stock,8.0
OFF-ST-10003442,Eldon Portable Mobile Manager,Office Supplies,Storage,34.0,899.3,3.78,2.83,21.95,1,URGENT - Restock Immediately,8.0
OFF-BI-10002852,Ibico Standard Transparent Covers,Office Supplies,Binders,34.0,390.58,3.4,2.83,26.84,1,URGENT - Restock Immediately,8.0
FUR-FU-10000629,9-3/4 Diameter Round Wall Clock,Furniture,Furnishings,34.0,455.07,4.25,2.83,40.24,1,URGENT - Restock Immediately,8.0
OFF-BI-10003981,"Avery Durable Plastic 1"" Binders",Office Supplies,Binders,34.0,116.22,4.86,2.83,32.27,1,URGENT - Restock Immediately,8.0
OFF-BI-10001890,Avery Poly Binder Pockets,Office Supplies,Binders,34.0,78.04,4.25,2.83,18.9,1,URGENT - Restock Immediately,8.0
TEC-PH-10000011,PureGear Roll-On Screen Protector,Technology,Phones,34.0,571.71,6.8,2.83,38.18,1,URGENT - Restock Immediately,8.0
OFF-PA-10000474,Easy-staple paper,Office Supplies,Paper,34.0,1105.73,2.83,2.83,42.24,1,URGENT - Restock Immediately,8.0
OFF-BI-10004593,Ibico Laser Imprintable Binding System Covers,Office Supplies,Binders,34.0,1100.4,4.25,2.83,12.57,1,URGENT - Restock Immediately,8.0
FUR-CH-10004086,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,Furniture,Chairs,34.0,8431.0,4.25,2.83,16.47,1,URGENT - Restock Immediately,8.0
OFF-ST-10000675,"File Shuttle II and Handi-File, Black",Office Supplies,Storage,34.0,1125.15,4.86,2.83,23.19,1,URGENT - Restock Immediately,8.0
OFF-BI-10001658,GBC Standard Therm-A-Bind Covers,Office Supplies,Binders,34.0,466.0,2.83,2.83,1.82,1,MEDIUM - Monitor Stock,8.0
OFF-EN-10001335,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",Office Supplies,Envelopes,34.0,336.95,5.67,2.83,44.81,1,URGENT - Restock Immediately,8.0
TEC-AC-10001465,SanDisk Cruzer 64 GB USB Flash Drive,Technology,Accessories,34.0,1184.03,3.78,2.83,26.99,1,URGENT - Restock Immediately,8.0
OFF-BI-10002764,Recycled Pressboard Report Cover with Reinforced Top Hinge,Office Supplies,Binders,34.0,69.77,4.25,2.83,19.72,1,URGENT - Restock Immediately,8.0
FUR-BO-10004015,"Bush Andora Bookcase, Maple/Graphite Gray Finish",Furniture,Bookcases,34.0,3317.72,3.78,2.83,4.09,1,MEDIUM - Monitor Stock,8.0
OFF-BI-10003638,GBC Durable Plastic Covers,Office Supplies,Binders,34.0,369.59,4.25,2.83,3.87,1,MEDIUM - Monitor Stock,8.0
FUR-CH-10002335,Hon GuestStacker Chair,Furniture,Chairs,34.0,6936.1,3.78,2.83,17.78,1,URGENT - Restock Immediately,8.0
TEC-PH-10001530,Cisco Unified IP Phone 7945G VoIP phone,Technology,Phones,34.0,8111.14,3.78,2.83,3.39,1,MEDIUM - Monitor Stock,8.0
OFF-BI-10002071,Fellowes Black Plastic Comb Bindings,Office Supplies,Binders,34.0,102.26,3.78,2.83,-4.32,1,MEDIUM - Monitor Stock,8.0
OFF-FA-10001561,Stockwell Push Pins,Office Supplies,Fasteners,34.0,69.76,4.25,2.83,28.81,1,URGENT - Restock Immediately,8.0
FUR-CH-10001270,Harbour Creations Steel Folding Chair,Furniture,Chairs,34.0,2389.13,4.25,2.83,14.08,1,URGENT - Restock Immediately,8.0
FUR-FU-10002268,Ultra Door Push Plate,Furniture,Furnishings,34.0,149.26,4.86,2.83,25.07,1,URGENT - Restock Immediately,8.0
TEC-PH-10004165,Mitel MiVoice 5330e IP Phone,Technology,Phones,34.0,7699.72,3.78,2.83,10.14,1,URGENT - Restock Immediately,8.0
OFF-AR-10001419,Newell 325,Office Supplies,Art,34.0,128.03,5.67,2.83,23.23,1,URGENT - Restock Immediately,8.0
OFF-PA-10000575,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",Office Supplies,Paper,34.0,218.09,4.86,2.83,43.68,1,URGENT - Restock Immediately,8.0
OFF-PA-10002160,Xerox 1978,Office Supplies,Paper,34.0,174.56,4.25,2.83,42.58,1,URGENT - Restock Immediately,8.0
TEC-AC-10002800,Plantronics Audio 478 Stereo USB Headset,Technology,Accessories,34.0,1619.68,3.78,2.83,31.79,1,URGENT - Restock Immediately,8.0
FUR-FU-10003664,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",Furniture,Furnishings,33.0,2863.8,6.6,2.75,21.9,1,URGENT - Restock Immediately,8.0
OFF-FA-10002988,Ideal Clamps,Office Supplies,Fasteners,33.0,58.69,4.13,2.75,42.36,1,URGENT - Restock Immediately,8.0
OFF-ST-10002756,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",Office Supplies,Storage,33.0,4384.04,4.71,2.75,-0.83,1,MEDIUM - Monitor Stock,8.0
OFF-BI-10001922,Storex Dura Pro Binders,Office Supplies,Binders,33.0,153.25,6.6,2.75,32.21,1,URGENT - Restock Immediately,8.0
OFF-PA-10002713,"Adams Phone Message Book, 200 Message Capacity, 8 1/16â€ x 11â€",Office Supplies,Paper,33.0,227.04,4.13,2.75,46.0,1,URGENT - Restock Immediately,8.0
OFF-AR-10003732,Newell 333,Office Supplies,Art,33.0,86.74,3.0,2.75,21.73,1,URGENT - Restock Immediately,8.0
FUR-FU-10001935,3M Hangers With Command Adhesive,Furniture,Furnishings,33.0,108.04,4.13,2.75,33.32,1,URGENT - Restock Immediately,8.0
OFF-ST-10003306,Letter Size Cart,Office Supplies,Storage,33.0,4600.09,4.13,2.75,27.24,1,URGENT - Restock Immediately,8.0
FUR-TA-10001889,Bush Advantage Collection Racetrack Conference Table,Furniture,Tables,33.0,9544.73,4.71,2.75,-20.27,1,MEDIUM - Monitor Stock,8.0
OFF-ST-10000689,"Fellowes Strictly Business Drawer File, Letter/Legal Size",Office Supplies,Storage,33.0,4479.03,4.71,2.75,8.68,1,MEDIUM - Monitor Stock,8.0
FUR-CH-10003379,Global Commerce Series High-Back Swivel/Tilt Chairs,Furniture,Chairs,33.0,7979.44,3.67,2.75,11.61,1,URGENT - Restock Immediately,8.0
FUR-FU-10000723,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Furniture,Furnishings,33.0,1115.64,3.67,2.75,-11.22,1,MEDIUM - Monitor Stock,8.0
OFF-PA-10002005,Xerox 225,Office Supplies,Paper,33.0,196.99,3.67,2.75,43.55,1,URGENT - Restock Immediately,8.0
OFF-BI-10002827,Avery Durable Poly Binders,Office Supplies,Binders,33.0,82.95,5.5,2.75,-18.8,1,MEDIUM - Monitor Stock,8.0
OFF-ST-10001511,Space Solutions Commercial Steel Shelving,Office Supplies,Storage,33.0,1952.43,4.71,2.75,-3.81,1,MEDIUM - Monitor Stock,8.0
OFF-PA-10001954,Xerox 1964,Office Supplies,Paper,33.0,721.74,6.6,2.75,43.61,1,URGENT - Restock Immediately,8.0
OFF-BI-10001510,Deluxe Heavy-Duty Vinyl Round Ring Binder,Office Supplies,Binders,33.0,504.24,4.71,2.75,17.5,1,URGENT - Restock Immediately,8.0
OFF-PA-10002195,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",Office Supplies,Paper,33.0,168.46,2.75,2.75,42.17,1,URGENT - Restock Immediately,8.0
OFF-BI-10004330,"GBC Velobind Prepunched Cover Sets, Regency Series",Office Supplies,Binders,33.0,661.94,4.71,2.75,-1.4,1,MEDIUM - Monitor Stock,8.0
TEC-AC-10001990,Kensington Orbit Wireless Mobile Trackball for PC and Mac,Technology,Accessories,33.0,1703.72,6.6,2.75,20.99,1,URGENT - Restock Immediately,8.0
OFF-ST-10001505,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",Office Supplies,Storage,33.0,180.6,4.13,2.75,9.3,1,MEDIUM - Monitor Stock,8.0
OFF-PA-10000477,Xerox 1952,Office Supplies,Paper,33.0,172.78,4.71,2.75,44.09,1,URGENT - Restock Immediately,8.0
FUR-FU-10002364,"Eldon Expressions Wood Desk Accessories, Oak",Furniture,Furnishings,33.0,183.02,2.75,2.75,5.52,1,MEDIUM - Monitor Stock,8.0
OFF-PA-10002245,Xerox 1895,Office Supplies,Paper,33.0,191.36,4.71,2.75,43.28,1,URGENT - Restock Immediately,8.0
OFF-EN-10004483,"#10 White Business Envelopes,4 1/8 x 9 1/2",Office Supplies,Envelopes,32.0,488.9,4.57,2.67,45.64,1,URGENT - Restock Immediately,8.0
TEC-PH-10000526,Vtech CS6719,Technology,Phones,32.0,2630.13,4.57,2.67,15.91,1,URGENT - Restock Immediately,8.0
TEC-PH-10001305,Panasonic KX TS208W Corded phone,Technology,Phones,32.0,1283.54,5.33,2.67,12.06,1,URGENT - Restock Immediately,8.0
OFF-PA-10003302,Xerox 1906,Office Supplies,Paper,32.0,1098.64,4.57,2.67,45.29,1,URGENT - Restock Immediately,8.0
OFF-ST-10000636,Rogers Profile Extra Capacity Storage Tub,Office Supplies,Storage,32.0,518.94,4.57,2.67,0.9,1,MEDIUM - Monitor Stock,8.0
TEC-PH-10004094,Motorola L703CM,Technology,Phones,32.0,4211.73,5.33,2.67,11.11,1,URGENT - Restock Immediately,8.0
OFF-BI-10000474,Avery Recycled Flexi-View Covers for Binding Systems,Office Supplies,Binders,32.0,197.17,4.57,2.67,-35.28,1,MEDIUM - Monitor Stock,8.0
TEC-PH-10004977,GE 30524EE4,Technology,Phones,32.0,5291.73,3.56,2.67,15.85,1,URGENT - Restock Immediately,8.0
OFF-ST-10000615,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",Office Supplies,Storage,32.0,347.31,4.0,2.67,24.71,1,URGENT - Restock Immediately,8.0
TEC-AC-10004659,ImationÂ Secure+ Hardware Encrypted USB 2.0Â Flash Drive; 16GB,Technology,Accessories,32.0,1926.94,5.33,2.67,21.21,1,URGENT - Restock Immediately,8.0
OFF-LA-10004689,Avery 512,Office Supplies,Labels,32.0,84.39,6.4,2.67,41.92,1,URGENT - Restock Immediately,8.0
FUR-BO-10004709,"Bush Westfield Collection Bookcases, Medium Cherry Finish",Furniture,Bookcases,32.0,1426.89,3.56,2.67,-1.42,1,MEDIUM - Monitor Stock,8.0
OFF-AR-10003373,"Boston School Pro Electric Pencil Sharpener, 1670",Office Supplies,Art,32.0,873.64,4.57,2.67,17.16,1,URGENT - Restock Immediately,8.0
TEC-AC-10001908,Logitech Wireless Headset h800,Technology,Accessories,32.0,2799.72,5.33,2.67,25.71,1,URGENT - Restock Immediately,8.0
OFF-PA-10003039,Xerox 1960,Office Supplies,Paper,32.0,879.83,5.33,2.67,38.03,1,URGENT - Restock Immediately,8.0
TEC-PH-10003012,Nortel Meridian M3904 Professional Digital phone,Technology,Phones,32.0,4434.91,3.2,2.67,21.11,1,URGENT - Restock Immediately,8.0
OFF-AR-10003045,Prang Colored Pencils,Office Supplies,Art,32.0,90.55,4.57,2.67,42.86,1,URGENT - Restock Immediately,8.0
FUR-CH-10001215,Global Troy Executive Leather Low-Back Tilter,Furniture,Chairs,32.0,12975.38,3.56,2.67,7.34,1,MEDIUM - Monitor Stock,8.0
OFF-AR-10001246,Newell 317,Office Supplies,Art,32.0,79.97,4.57,2.67,16.47,1,URGENT - Restock Immediately,8.0
OFF-PA-10001667,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),Office Supplies,Paper,32.0,169.83,4.0,2.67,38.03,1,URGENT - Restock Immediately,8.0
OFF-SU-10000381,Acme Forged Steel Scissors with Black Enamel Handles,Office Supplies,Supplies,32.0,279.3,4.0,2.67,24.27,1,URGENT - Restock Immediately,8.0
FUR-CH-10000665,"Global Airflow Leather Mesh Back Chair, Black",Furniture,Chairs,32.0,3955.68,3.56,2.67,14.5,1,URGENT - Restock Immediately,8.0
OFF-PA-10001019,Xerox 1884,Office Supplies,Paper,32.0,543.46,4.0,2.67,37.65,1,URGENT - Restock Immediately,8.0
OFF-BI-10003364,Binding Machine Supplies,Office Supplies,Binders,32.0,667.99,3.56,2.67,27.34,1,URGENT - Restock Immediately,8.0
OFF-BI-10001097,Avery Hole Reinforcements,Office Supplies,Binders,32.0,116.5,3.56,2.67,12.73,1,URGENT - Restock Immediately,8.0
FUR-CH-10004540,Global Chrome Stack Chair,Furniture,Chairs,32.0,815.86,5.33,2.67,1.85,1,MEDIUM - Monitor Stock,8.0
FUR-CH-10001708,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,Furniture,Chairs,32.0,3989.73,4.57,2.67,10.67,1,URGENT - Restock Immediately,8.0
TEC-AC-10003116,Memorex Froggy Flash Drive 8 GB,Technology,Accessories,32.0,536.05,4.0,2.67,35.36,1,URGENT - Restock Immediately,8.0
OFF-AR-10003504,Newell 347,Office Supplies,Art,32.0,127.54,4.57,2.67,23.76,1,URGENT - Restock Immediately,8.0
TEC-PH-10001817,Wilson Electronics DB Pro Signal Booster,Technology,Phones,32.0,8878.4,3.2,2.67,5.81,1,MEDIUM - Monitor Stock,8.0
TEC-AC-10000844,LogitechÂ Gaming G510s - Keyboard,Technology,Accessories,31.0,2362.72,3.88,2.58,28.63,1,URGENT - Restock Immediately,8.0
OFF-AP-10002684,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",Office Supplies,Appliances,31.0,3039.5,4.43,2.58,13.2,1,URGENT - Restock Immediately,8.0
OFF-ST-10001328,"Personal Filing Tote with Lid, Black/Gray",Office Supplies,Storage,31.0,459.1,3.88,2.58,24.59,1,URGENT - Restock Immediately,8.0
FUR-BO-10004695,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,Furniture,Bookcases,31.0,4886.46,4.43,2.58,11.59,1,URGENT - Restock Immediately,8.0
OFF-ST-10004804,"Belkin 19"" Vented Equipment Shelf, Black",Office Supplies,Storage,31.0,1400.26,3.1,2.58,-12.83,1,MEDIUM - Monitor Stock,8.0
FUR-FU-10001918,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,Furniture,Furnishings,31.0,137.17,3.88,2.58,34.79,1,URGENT - Restock Immediately,8.0
OFF-AR-10003478,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Office Supplies,Art,31.0,219.78,5.17,2.58,31.11,1,URGENT - Restock Immediately,8.0
OFF-AR-10004344,Bulldog Vacuum Base Pencil Sharpener,Office Supplies,Art,31.0,330.92,5.17,2.58,18.01,1,URGENT - Restock Immediately,8.0
OFF-BI-10001098,Acco D-Ring Binder w/DublLock,Office Supplies,Binders,31.0,235.18,3.44,2.58,-43.73,1,MEDIUM - Monitor Stock,8.0
OFF-BI-10003527,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Office Supplies,Binders,31.0,27453.38,3.1,2.58,28.24,1,URGENT - Restock Immediately,8.0
OFF-BI-10001107,"GBC White Gloss Covers, Plain Front",Office Supplies,Binders,31.0,269.33,4.43,2.58,11.67,1,URGENT - Restock Immediately,8.0
OFF-BI-10000138,Acco Translucent Poly Ring Binders,Office Supplies,Binders,31.0,91.73,3.88,2.58,17.76,1,URGENT - Restock Immediately,8.0
OFF-BI-10001071,GBC ProClick Punch Binding System,Office Supplies,Binders,31.0,1573.91,4.43,2.58,35.73,1,URGENT - Restock Immediately,8.0
OFF-BI-10001294,Fellowes Binding Cases,Office Supplies,Binders,31.0,271.44,6.2,2.58,26.51,1,URGENT - Restock Immediately,8.0
OFF-SU-10002537,Acme Box Cutter Scissors,Office Supplies,Supplies,31.0,306.9,5.17,2.58,23.53,1,URGENT - Restock Immediately,8.0
OFF-ST-10001558,Acco Perma 4000 Stacking Storage Drawers,Office Supplies,Storage,31.0,457.97,2.82,2.58,6.56,1,MEDIUM - Monitor Stock,8.0
TEC-PH-10004447,Toshiba IPT2010-SD IPÂ Telephone,Technology,Phones,31.0,3613.74,3.88,2.58,11.77,1,URGENT - Restock Immediately,8.0
FUR-CH-10003973,GuestStacker Chair with Chrome Finish Legs,Furniture,Chairs,31.0,9070.94,3.88,2.58,8.52,1,MEDIUM - Monitor Stock,8.0
FUR-BO-10004467,Bestar Classic Bookcase,Furniture,Bookcases,31.0,1897.81,3.88,2.58,-32.3,1,MEDIUM - Monitor Stock,8.0
OFF-AR-10001915,Peel-Off China Markers,Office Supplies,Art,31.0,287.97,4.43,2.58,38.0,1,URGENT - Restock Immediately,8.0
FUR-CH-10004754,"Global Stack Chair with Arms, Black",Furniture,Chairs,31.0,803.46,4.43,2.58,15.56,1,URGENT - Restock Immediately,8.0
TEC-AC-10004145,Logitech diNovo Edge Keyboard,Technology,Accessories,31.0,7399.7,6.2,2.58,19.36,1,URGENT - Restock Immediately,8.0
FUR-CH-10002439,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",Furniture,Chairs,31.0,1589.41,5.17,2.58,15.97,1,URGENT - Restock Immediately,8.0
OFF-ST-10001837,"SAFCO Mobile Desk Side File, Wire Frame",Office Supplies,Storage,31.0,1240.04,3.88,2.58,20.9,1,URGENT - Restock Immediately,8.0
OFF-AP-10002651,Hoover Upright Vacuum With Dirt Cup,Office Supplies,Appliances,31.0,6832.91,5.17,2.58,6.74,1,MEDIUM - Monitor Stock,8.0
OFF-BI-10004233,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Office Supplies,Binders,31.0,310.21,3.88,2.58,16.91,1,URGENT - Restock Immediately,8.0
TEC-AC-10004227,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,Technology,Accessories,31.0,329.95,4.43,2.58,-14.72,1,MEDIUM - Monitor Stock,8.0
OFF-ST-10000532,Advantus Rolling Drawer Organizers,Office Supplies,Storage,31.0,1115.92,5.17,2.58,20.9,1,URGENT - Restock Immediately,8.0
OFF-BI-10003476,Avery Metallic Poly Binders,Office Supplies,Binders,31.0,135.8,5.17,2.58,31.98,1,URGENT - Restock Immediately,8.0
OFF-AP-10001947,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,Office Supplies,Appliances,31.0,289.46,5.17,2.58,-39.3,1,MEDIUM - Monitor Stock,8.0
FUR-CH-10004983,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Furniture,Chairs,31.0,4185.48,6.2,2.58,8.19,1,MEDIUM - Monitor Stock,8.0
OFF-AP-10001293,Belkin 8 Outlet Surge Protector,Office Supplies,Appliances,30.0,1073.68,4.29,2.5,17.56,1,URGENT - Restock Immediately,8.0
OFF-BI-10001308,GBC Standard Plastic Binding Systems' Combs,Office Supplies,Binders,30.0,108.64,3.75,2.5,4.62,1,MEDIUM - Monitor Stock,8.0
OFF-PA-10003848,Xerox 1997,Office Supplies,Paper,30.0,178.85,3.75,2.5,43.48,1,URGENT - Restock Immediately,8.0
FUR-FU-10000320,OIC Stacking Trays,Furniture,Furnishings,30.0,82.83,5.0,2.5,32.26,1,URGENT - Restock Immediately,8.0
FUR-BO-10001608,"Hon Metal Bookcases, Black",Furniture,Bookcases,30.0,1570.08,6.0,2.5,-1.72,1,MEDIUM - Monitor Stock,8.0
OFF-AR-10002445,SANFORD Major Accent Highlighters,Office Supplies,Art,30.0,209.57,4.29,2.5,37.16,1,URGENT - Restock Immediately,8.0
FUR-TA-10001539,Chromcraft Rectangular Conference Tables,Furniture,Tables,30.0,4952.67,3.33,2.5,-9.09,1,MEDIUM - Monitor Stock,8.0
OFF-AR-10004042,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",Office Supplies,Art,30.0,496.25,5.0,2.5,22.83,1,URGENT - Restock Immediately,8.0
OFF-ST-10000604,Home/Office Personal File Carts,Office Supplies,Storage,30.0,980.23,4.29,2.5,20.21,1,URGENT - Restock Immediately,8.0
